TaskID,TaskName,Description,StartDate,EndDate,Status
884,Operate Cranes,Operate cranes and other port equipment.,2022-06-29,2022-07-13,Empty
885,Assist with Cargo Consolidation,Assist with cargo consolidation.,2024-11-03,2024-11-13,Empty
886,Supervise Loading Process,Supervise the loading and unloading process.,2020-08-13,2024-02-07,Complete
887,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-11-24,2022-08-04,In Progress
888,Track Container Locations,Track container locations on-site.,2020-06-09,2021-02-25,In Progress
889,Manage Ship Departure,Manage ship departure logistics.,2022-12-07,2023-08-20,In Progress
890,Monitor Container Movement,Monitor container movements.,2024-10-24,2024-11-30,Complete
891,Supervise Container Storage,Supervise container storage.,2023-05-14,2024-09-22,In Progress
892,Assist with Cargo Consolidation,Assist with cargo consolidation.,2023-09-18,2024-07-26,In Progress
893,Plan Docking Schedules,Plan ship docking schedules.,2020-02-26,2023-04-13,Empty
894,Coordinate Shipping,Coordinate with shipping companies.,2021-02-20,2021-10-12,In Progress
895,Track Container Locations,Track container locations on-site.,2022-08-06,2023-09-26,Complete
896,Operate Cranes,Operate cranes and other port equipment.,2020-04-23,2024-09-02,In Progress
897,Inspect Containers,Inspect containers for damage.,2023-03-19,2024-10-05,Complete
898,Monitor Container Movement,Monitor container movements.,2020-10-03,2021-12-03,In Progress
899,Manage Berth Allocation,Manage berth allocation.,2020-02-28,2023-05-28,Empty
900,Prepare Performance Reports,Prepare port performance reports.,2023-11-07,2024-03-31,Empty
901,Inspect Containers,Inspect containers for damage.,2024-06-12,2024-07-04,Empty
902,Monitor Container Movement,Monitor container movements.,2022-07-18,2022-10-11,Complete
903,Monitor Loading Progress,Monitor vessel loading progress.,2022-04-18,2023-03-10,Empty
904,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-03-12,2024-08-20,Empty
905,Coordinate with Customs,Coordinate with customs officers.,2021-08-24,2023-05-26,In Progress
906,Manage Berth Allocation,Manage berth allocation.,2023-07-09,2024-12-28,Complete
907,Coordinate with Customs,Coordinate with customs officers.,2020-03-10,2021-11-14,In Progress
908,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2024-04-26,2024-10-24,Complete
909,Supervise Loading Process,Supervise the loading and unloading process.,2024-05-10,2024-08-03,In Progress
910,Oversee Cargo Inspections,Oversee cargo inspections.,2024-01-23,2024-10-14,In Progress
911,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-01-05,2021-06-07,Empty
912,Monitor Container Movement,Monitor container movements.,2024-12-28,2024-12-31,Complete
913,Ensure Safe Unloading,Ensure safe unloading operations.,2021-04-06,2022-08-30,Complete
914,Check Vessel Schedules,Check vessel arrival schedules.,2021-04-13,2024-02-11,Complete
915,Track Shipping Docs,Track shipping documents.,2021-04-22,2023-11-03,Complete
916,Unload Cargo,Unload cargo from ships.,2021-10-21,2023-06-11,Empty
917,Manage Ship Departure,Manage ship departure logistics.,2021-01-21,2022-04-23,Complete
918,Plan Docking Schedules,Plan ship docking schedules.,2020-12-23,2023-10-17,In Progress
919,Coordinate Safety Drills,Coordinate port safety drills.,2023-04-03,2024-01-08,In Progress
920,Oversee Cargo Inspections,Oversee cargo inspections.,2020-01-13,2020-03-14,Empty
921,Oversee Cargo Inspections,Oversee cargo inspections.,2023-12-24,2024-12-01,In Progress
922,Load Cargo,Load cargo onto ships.,2021-05-26,2024-04-10,Empty
923,Monitor Container Movement,Monitor container movements.,2021-05-13,2021-10-08,Empty
924,Track Shipping Docs,Track shipping documents.,2023-03-24,2024-05-01,Complete
925,Coordinate with Customs,Coordinate with customs officers.,2020-06-30,2022-07-08,Complete
926,Unload Cargo,Unload cargo from ships.,2024-03-27,2024-11-14,In Progress
927,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-11-07,2024-06-13,Complete
928,Coordinate Shipping,Coordinate with shipping companies.,2020-11-24,2024-10-01,Empty
929,Operate Cranes,Operate cranes and other port equipment.,2020-10-01,2024-01-21,In Progress
930,Handle Security,Handle port security procedures.,2020-07-18,2023-04-29,Empty
931,Track Shipping Docs,Track shipping documents.,2021-11-11,2022-06-09,In Progress
932,Monitor Container Movement,Monitor container movements.,2022-12-25,2023-08-15,In Progress
933,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-04-14,2022-12-22,In Progress
934,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-08-07,2023-11-26,Empty
935,Coordinate Safety Drills,Coordinate port safety drills.,2024-03-02,2024-03-16,Empty
936,Prepare Performance Reports,Prepare port performance reports.,2024-03-18,2024-09-05,Empty
937,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2023-04-02,2023-11-06,Complete
938,Supervise Container Storage,Supervise container storage.,2020-02-18,2020-05-15,In Progress
939,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-06-15,2024-02-19,In Progress
940,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-09-12,2022-07-31,Empty
941,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-04-17,2023-11-17,Empty
942,Load Cargo,Load cargo onto ships.,2020-11-29,2021-01-22,Empty
943,Supervise Loading Process,Supervise the loading and unloading process.,2024-06-10,2024-09-12,In Progress
944,Handle Billing,Handle port billing and invoicing.,2020-04-06,2022-05-24,In Progress
945,Check Vessel Schedules,Check vessel arrival schedules.,2020-10-27,2024-01-05,Complete
946,Plan Docking Schedules,Plan ship docking schedules.,2024-09-07,2024-09-18,Complete
947,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-02-26,2021-11-23,In Progress
948,Monitor Container Movement,Monitor container movements.,2022-04-13,2022-10-09,Complete
949,Operate Cranes,Operate cranes and other port equipment.,2021-02-26,2022-04-27,In Progress
950,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-10-17,2023-10-28,Complete
951,Manage Ship Departure,Manage ship departure logistics.,2022-03-02,2024-02-03,Empty
952,Track Shipping Docs,Track shipping documents.,2023-09-08,2024-12-31,Empty
953,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-11-10,2024-08-30,Empty
954,Coordinate with Customs,Coordinate with customs officers.,2022-06-05,2024-09-12,In Progress
955,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-11-02,2020-11-09,In Progress
956,Coordinate Shipping,Coordinate with shipping companies.,2024-07-01,2024-11-22,In Progress
957,Monitor Loading Progress,Monitor vessel loading progress.,2022-08-10,2024-08-02,Empty
958,Monitor Cargo Inventory,Monitor cargo inventory.,2022-06-21,2022-10-07,In Progress
959,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-04-09,2021-09-24,In Progress
960,Load Cargo,Load cargo onto ships.,2023-06-19,2023-11-03,Empty
961,Inspect Containers,Inspect containers for damage.,2022-03-12,2022-09-17,In Progress
962,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-02-04,2022-07-31,In Progress
963,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-01-09,2022-02-13,In Progress
964,Supervise Container Storage,Supervise container storage.,2023-06-16,2023-11-01,Empty
965,Supervise Loading Process,Supervise the loading and unloading process.,2023-02-19,2023-07-12,Complete
966,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-09-11,2023-08-03,Empty
967,Plan Docking Schedules,Plan ship docking schedules.,2020-07-24,2023-01-28,Complete
968,Inspect Containers,Inspect containers for damage.,2021-11-05,2022-11-17,Empty
969,Manage Resources,Ensure efficient use of port resources.,2022-04-04,2024-03-17,Complete
970,Ensure Proper Stowage,Ensure proper stowage of containers.,2020-08-05,2020-11-24,In Progress
971,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-03-22,2022-06-11,Empty
972,Ensure Safe Unloading,Ensure safe unloading operations.,2024-10-17,2024-12-08,Empty
973,Supervise Loading Process,Supervise the loading and unloading process.,2020-12-31,2022-06-22,Empty
974,Coordinate Safety Drills,Coordinate port safety drills.,2022-07-02,2024-02-24,Empty
975,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-07-09,2024-12-08,Empty
976,Document Shipments,Ensure proper documentation for shipments.,2020-06-22,2024-03-25,Complete
977,Handle Customs Clearance,Handle port customs clearance.,2022-12-04,2024-06-12,In Progress
978,Plan Docking Schedules,Plan ship docking schedules.,2022-11-23,2024-05-16,Empty
979,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-06-26,2023-10-04,Complete
980,Ensure Compliance,Ensure compliance with port regulations.,2022-03-03,2024-04-20,In Progress
981,Monitor Cargo Inventory,Monitor cargo inventory.,2024-03-05,2024-06-01,In Progress
982,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-07-16,2024-01-22,Complete
983,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2020-06-18,2022-12-09,Complete
984,Coordinate with Customs,Coordinate with customs officers.,2021-08-17,2022-07-30,Complete
985,Supervise Dock Workers,Supervise dock workers.,2023-07-24,2024-11-14,Empty
986,Ensure Safe Unloading,Ensure safe unloading operations.,2021-03-04,2022-06-18,Empty
987,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-12-18,2024-07-25,In Progress
988,Prepare Performance Reports,Prepare port performance reports.,2023-03-06,2024-12-26,Empty
989,Handle Billing,Handle port billing and invoicing.,2020-06-02,2022-03-30,In Progress
990,Inspect Containers,Inspect containers for damage.,2022-09-09,2023-07-31,Complete
991,Operate Cranes,Operate cranes and other port equipment.,2020-03-04,2022-04-20,In Progress
992,Check Vessel Schedules,Check vessel arrival schedules.,2024-08-08,2024-09-19,In Progress
993,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2023-12-23,2024-04-15,Complete
994,Supervise Container Storage,Supervise container storage.,2021-10-25,2022-08-11,Empty
995,Track Shipping Docs,Track shipping documents.,2021-03-31,2022-01-07,Complete
996,Manage Resources,Ensure efficient use of port resources.,2023-07-04,2024-08-07,Empty
997,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-06-28,2024-12-06,Empty
998,Coordinate Shipping,Coordinate with shipping companies.,2023-02-07,2023-10-18,Empty
999,Ensure Proper Stowage,Ensure proper stowage of containers.,2024-01-30,2024-03-19,In Progress
1000,Supervise Loading Process,Supervise the loading and unloading process.,2021-01-30,2024-12-17,In Progress
1001,Manage Resources,Ensure efficient use of port resources.,2022-03-19,2023-08-25,Complete
1002,Coordinate Safety Drills,Coordinate port safety drills.,2020-06-30,2024-10-05,Complete
1003,Prepare Performance Reports,Prepare port performance reports.,2020-10-02,2021-12-21,Empty
1004,Ensure Compliance,Ensure compliance with port regulations.,2020-07-18,2024-10-02,In Progress
1005,Coordinate Safety Drills,Coordinate port safety drills.,2020-03-12,2020-08-23,Complete
1006,Monitor Cargo Inventory,Monitor cargo inventory.,2021-05-29,2023-12-28,Complete
1007,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-06-22,2022-10-30,In Progress
1008,Prepare Performance Reports,Prepare port performance reports.,2020-10-05,2021-06-14,Complete
1009,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-11-23,2024-10-27,In Progress
1010,Supervise Loading Process,Supervise the loading and unloading process.,2023-10-19,2024-07-17,Empty
1011,Supervise Dock Workers,Supervise dock workers.,2023-01-08,2023-06-06,Empty
1012,Handle Security,Handle port security procedures.,2021-08-16,2024-08-15,Complete
1013,Monitor Loading Progress,Monitor vessel loading progress.,2024-11-19,2024-12-09,In Progress
1014,Oversee Cargo Inspections,Oversee cargo inspections.,2022-05-01,2023-08-28,In Progress
1015,Prepare Performance Reports,Prepare port performance reports.,2021-03-14,2024-07-24,Complete
1016,Coordinate Shipping,Coordinate with shipping companies.,2022-12-14,2024-08-18,In Progress
1017,Supervise Dock Workers,Supervise dock workers.,2023-10-26,2024-02-11,In Progress
1018,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-07-04,2020-08-22,Complete
1019,Document Shipments,Ensure proper documentation for shipments.,2021-06-19,2022-03-31,Empty
1020,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2024-09-30,2024-10-19,Empty
1021,Handle Security,Handle port security procedures.,2021-05-06,2024-06-03,Complete
1022,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-09-03,2022-12-09,Empty
1023,Manage Ship Departure,Manage ship departure logistics.,2023-06-19,2024-07-13,Empty
1024,Track Container Locations,Track container locations on-site.,2022-10-19,2024-11-15,In Progress
1025,Monitor Loading Progress,Monitor vessel loading progress.,2023-02-22,2023-06-11,Complete
1026,Monitor Loading Progress,Monitor vessel loading progress.,2023-08-01,2024-06-10,Complete
1027,Supervise Loading Process,Supervise the loading and unloading process.,2023-02-08,2023-09-08,Empty
1028,Manage Berth Allocation,Manage berth allocation.,2023-10-30,2024-07-22,Complete
1029,Document Shipments,Ensure proper documentation for shipments.,2024-04-02,2024-05-08,Complete
1030,Handle Billing,Handle port billing and invoicing.,2022-03-12,2024-12-13,In Progress
1031,Monitor Container Movement,Monitor container movements.,2024-06-12,2024-07-28,Empty
1032,Coordinate with Customs,Coordinate with customs officers.,2024-02-20,2024-05-15,In Progress
1033,Supervise Loading Process,Supervise the loading and unloading process.,2021-03-30,2023-11-04,In Progress
1034,Coordinate Shipping,Coordinate with shipping companies.,2022-03-15,2024-09-03,Complete
1035,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2022-06-16,2024-12-02,In Progress
1036,Ensure Safe Unloading,Ensure safe unloading operations.,2022-09-25,2023-06-17,In Progress
1037,Coordinate with Customs,Coordinate with customs officers.,2023-03-29,2024-10-05,Complete
1038,Coordinate with Customs,Coordinate with customs officers.,2023-11-30,2024-02-01,In Progress
1039,Manage Berth Allocation,Manage berth allocation.,2021-08-02,2022-12-15,Empty
1040,Manage Resources,Ensure efficient use of port resources.,2021-07-19,2024-09-11,Complete
1041,Handle Customs Clearance,Handle port customs clearance.,2023-03-17,2024-10-06,Empty
1042,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2020-03-02,2021-02-07,Empty
1043,Oversee Cargo Inspections,Oversee cargo inspections.,2020-12-23,2024-11-18,In Progress
1044,Ensure Compliance,Ensure compliance with port regulations.,2020-03-31,2022-01-25,In Progress
1045,Unload Cargo,Unload cargo from ships.,2024-08-23,2024-09-18,In Progress
1046,Supervise Dock Workers,Supervise dock workers.,2021-06-30,2022-02-09,In Progress
1047,Document Shipments,Ensure proper documentation for shipments.,2024-12-04,2024-12-27,Empty
1048,Manage Resources,Ensure efficient use of port resources.,2022-01-20,2023-09-04,In Progress
1049,Track Container Locations,Track container locations on-site.,2022-11-16,2024-03-26,In Progress
